17	 0	 0	 0	
17	 0	 1	 1	
17	 0	10	17	
17	 0	18	10	
17	 0	 4	18	
17	 0	12	 4	
17	 0	 6	 5	
17	 0	16	12	

19	 0	 0	 0	
19	 0	 2	 2	
19	 0	20	19	
19	 0	18	20	
19	 0	 3	18	
19	 0	34	21	
19	 0	30	 3	
19	 0	26	33	
19	 0	21	21	

19	 0	 2	 2	
19	 0	 3	 3	
19	 0	 4	 4	
19	 0	 5	 5	
19	 0	 6	 6	
19	 0	22	19	
19	 0	 7	22	
19	 0	 1	 7	
19	 0	24	24	

19	 0	 1	 1	
19	 0	 0	19	
19	 0	12	 0	
19	 0	10	12	
19	 0	 8	 8	
19	 0	 2	10	
19	 0	18	11	
19	 0	 6	 9	
19	 0	25	25	
19	 0	 7	 7	

25	 0	 1	 1	
25	 0	 0	 0	
25	 0	30	25	

31	 0	 1	 1	
31	 0	 0	 0	
31	 0	30	25	
31	 0	34	27	
31	 0	28	28	
31	 0	32	29	
31	 0	24	30	
31	 0	12	31	

19	 0	21	19	
19	 0	22	21	
19	 0	31	22	
19	 0	32	31	
19	 0	20	32	
19	 0	33	20	
19	 0	23	33	
19	 0	18	23	
19	 0	 5	 5	

23	 0	 1	23	
23	 0	 0	 1	
23	 0	22	 0	
23	 0	20	22	
23	 0	24	20	
23	 0	16	19	
23	 0	18	24	
23	 0	17	21	
23	 0	 7	 7	

25	 0	 1	 1	
25	 0	 2	 2	
25	 0	24	24	
25	 0	30	25	
25	 0	34	27	
25	 0	28	28	
25	 0	32	29	
25	 0	 3	30	
25	 0	 0	 0	

33	 0	22	22	
33	 0	23	23	
33	 0	29	29	
33	 0	30	30	
33	 0	28	28	
33	 0	31	31	
33	 0	32	32	
33	 0	24	33	
33	 0	25	25	

 7	 0	 1	 7	
 7	 0	 2	 1	
 7	 0	 8	 9	
 7	 0	23	23	

 7	 0	 0	 7	
 7	 0	26	 0	
 7	 0	25	26	
 7	 0	 1	25	
 7	 0	22	 1	
 7	 0	 8	21	
 7	 0	24	 8	
 7	 0	20	22	
 7	 0	 2	 2	

 5	 0	11	11	
 5	 0	12	12	
 5	 0	10	10	
 5	 0	 2	 2	
 5	 0	 4	 3	
 5	 0	 9	 4	
 5	 0	 6	 5	
 5	 0	 1	 9	
 5	 0	18	18	
 5	 0	23	23	

17	 0	15	15	
17	 0	14	14	
17	 0	 0	 0	
17	 0	16	13	
17	 0	13	16	
17	 0	12	17	
17	 0	10	12	
17	 0	11	10	
17	 0	 1	 1	
17	 0	 6	 6	

11	 0	 7	 7	
11	 0	 8	11	
11	 0	 6	 8	
11	 0	12	 6	
11	 0	 5	12	
11	 0	 9	 5	
11	 0	 1	 9	
11	 0	 4	 1	

23	 0	30	23	
23	 0	34	24	
23	 0	24	25	
23	 0	28	27	
23	 0	32	28	
23	 0	29	29	
23	 0	31	30	
23	 0	33	31	
23	 0	19	19	
23	 0	 9	 9	

19	 0	30	30	
19	 0	 0	 0	
19	 0	29	29	
19	 0	31	31	
19	 0	32	32	
19	 0	34	33	
19	 0	10	34	
19	 0	 2	19	
19	 0	 7	 7	

21	 0	10	10	
21	 0	11	11	
21	 0	 9	 9	
21	 0	 6	 6	
21	 0	 8	 8	
21	 0	12	12	
21	 0	 7	21	
21	 0	22	 7	
21	 0	18	18	

 7	 0	34	 7	
 7	 0	33	34	
 7	 0	 0	33	
 7	 0	28	29	
 7	 0	 1	 0	
 7	 0	32	28	
 7	 0	30	 1	
 7	 0	26	32	
 7	 0	20	20	
 7	 0	19	19	

 7	 0	34	 7	
 7	 0	 0	 8	
 7	 0	33	34	
 7	 0	30	 0	
 7	 0	32	33	
 7	 0	 2	30	
 7	 0	28	32	
 7	 0	26	31	
 7	 0	16	16	

 9	 0	12	12	
 9	 0	13	13	
 9	 0	11	11	
 9	 0	14	14	
 9	 0	10	 9	
 9	 0	 0	10	
 9	 0	15	 0	
 9	 0	16	15	
 9	 0	30	30	

 7	 0	 1	 7	
 7	 0	26	 8	
 7	 0	 0	 1	
 7	 0	16	16	

 9	 0	 0	 0	
 9	 0	13	13	
 9	 0	12	12	
 9	 0	30	 9	
 9	 0	11	30	
 9	 0	32	11	
 9	 0	 1	32	
 9	 0	 8	31	
 9	 0	 3	 3	

25	 0	22	22	
25	 0	21	21	
25	 0	23	23	
25	 0	 0	 0	
25	 0	26	26	
25	 0	28	25	
25	 0	18	27	
25	 0	10	28	

 7	 0	18	 7	
 7	 0	20	18	
 7	 0	19	20	
 7	 0	 1	 1	
 7	 0	 0	 0	

 5	 0	 1	 1	
 5	 0	19	19	
 5	 0	20	20	
 5	 0	12	11	
 5	 0	 2	 5	
 5	 0	18	 3	
 5	 0	 6	12	
 5	 0	 4	 2	

19	 0	15	15	
19	 0	16	16	
19	 0	14	14	
19	 0	18	18	
19	 0	17	17	
19	 0	13	13	
19	 0	10	10	
19	 0	 0	19	
19	 0	 5	 5	

19	 0	16	16	
19	 0	15	19	
19	 0	10	15	
19	 0	18	10	
19	 0	17	18	
19	 0	14	17	
19	 0	20	14	
19	 0	 0	20	
19	 0	 5	 5	

21	 0	32	32	
21	 0	33	33	
21	 0	34	34	
21	 0	31	21	
21	 0	30	31	
21	 0	19	19	
21	 0	22	29	
21	 0	28	30	
21	 0	18	18	
21	 0	 1	 1	

11	 0	18	18	
11	 0	 2	11	
11	 0	12	 2	
11	 0	 3	 3	
11	 0	14	 9	
11	 0	 4	12	
11	 0	15	13	
11	 0	19	 4	
11	 0	 0	 0	
11	 0	21	21	

19	 0	 1	 1	
19	 0	 0	21	
19	 0	22	19	
19	 0	20	 0	
19	 0	12	22	
19	 0	14	20	
19	 0	16	13	
19	 0	34	17	
19	 0	 7	 7	

 9	 0	 0	 0	
 9	 0	18	18	
 9	 0	10	10	
 9	 0	 1	 1	
 9	 0	 8	 8	
 9	 0	 2	 2	
 9	 0	 4	 9	
 9	 0	17	 4	
 9	 0	 6	 6	
 9	 0	19	19	

17	 0	 1	17	
17	 0	 0	 1	
17	 0	16	 0	
17	 0	18	19	
17	 0	 2	16	
17	 0	 4	18	
17	 0	20	 2	
17	 0	 6	 4	
17	 0	21	21	

 8	 0	12	 8	
 8	 0	 0	 7	
 8	 0	13	12	
 8	 0	11	 0	
 8	 0	14	13	
 8	 0	 1	 9	
 8	 0	26	11	
 8	 0	20	14	

 9	 0	 2	 9	
 9	 0	 0	 2	
 9	 0	 8	 0	
 9	 0	 1	31	
 9	 0	30	 8	
 9	 0	32	 1	
 9	 0	 3	11	
 9	 0	 4	29	

 9	 0	12	12	
 9	 0	11	11	
 9	 0	 1	 9	
 9	 0	10	 1	
 9	 0	 0	10	
 9	 0	13	 0	
 9	 0	26	13	
 9	 0	 8	23	
 9	 0	23	23	

24	 0	13	13	
24	 0	18	18	
24	 0	14	14	
24	 0	15	15	
24	 0	19	19	
24	 0	26	23	
24	 0	30	26	
24	 0	34	24	
24	 0	 1	 1	

 3	 0	 1	 1	
 3	 0	 9	 9	
 3	 0	 8	 8	
 3	 0	 7	 3	
 3	 0	 2	 7	
 3	 0	 4	 2	
 3	 0	 6	 4	
 3	 0	26	 5	

 7	 0	 1	 7	
 7	 0	 0	 1	
 7	 0	26	 0	

33	 0	19	33	
33	 0	 0	19	
33	 0	18	 0	
33	 0	20	18	
33	 0	17	20	
33	 0	32	17	
33	 0	 1	32	
33	 0	10	28	
33	 0	28	28	

25	 0	30	25	
25	 0	34	27	
25	 0	28	28	
25	 0	32	29	
25	 0	29	30	
25	 0	31	31	
25	 0	33	32	
25	 0	24	33	
25	 0	13	13	
25	 0	17	17	

19	 0	16	19	
19	 0	 0	21	
19	 0	26	16	
19	 0	22	 0	
19	 0	 1	26	
19	 0	17	22	
19	 0	20	 1	
19	 0	18	23	

13	 0	11	11	
13	 0	 9	 9	
13	 0	 8	 8	
13	 0	10	10	
13	 0	 7	 7	
13	 0	12	12	
13	 0	 6	 6	
13	 0	 4	13	
13	 0	18	18	

23	 0	20	19	
23	 0	19	20	
23	 0	18	18	
23	 0	22	21	
23	 0	21	22	
23	 0	 0	 0	
23	 0	 6	 6	
23	 0	10	23	

23	 0	28	28	
23	 0	19	19	
23	 0	26	23	
23	 0	24	24	
23	 0	25	25	
23	 0	27	26	
23	 0	18	27	
23	 0	34	18	

13	 0	15	15	
13	 0	 0	 0	
13	 0	16	16	
13	 0	14	14	
13	 0	17	17	
13	 0	18	18	
13	 0	 1	13	
13	 0	20	 1	

11	 0	 1	 1	
11	 0	14	14	
11	 0	13	13	
11	 0	12	12	
11	 0	 0	 0	
11	 0	15	15	
11	 0	 7	11	
11	 0	 6	 7	

 7	 0	 0	 7	
 7	 0	12	 0	
 7	 0	14	12	
 7	 0	10	14	
 7	 0	 6	10	
 7	 0	26	 6	
 7	 0	11	11	
 7	 0	 8	26	
 7	 0	18	18	

29	 0	 1	 1	
29	 0	 0	 0	
29	 0	16	29	
29	 0	12	12	
29	 0	 7	 7	

 9	 0	13	13	
 9	 0	14	14	
 9	 0	15	15	
 9	 0	12	12	
 9	 0	 8	 8	
 9	 0	17	17	
 9	 0	10	 9	
 9	 0	11	10	
 9	 0	19	19	

29	 0	24	24	
29	 0	23	23	
29	 0	22	22	
29	 0	25	25	
29	 0	26	26	
29	 0	28	27	
29	 0	 0	29	
29	 0	21	28	
29	 0	 9	 9	
29	 0	31	31	

 3	 0	 5	 5	
 3	 0	 6	 6	
 3	 0	 0	 0	
 3	 0	 4	 4	
 3	 0	26	26	
 3	 0	 1	 1	
 3	 0	 7	 3	
 3	 0	24	 7	
 3	 0	31	31	
 3	 0	33	33	

27	 0	32	25	
27	 0	33	32	
27	 0	31	33	
27	 0	30	31	
27	 0	34	27	
27	 0	28	28	
27	 0	26	30	
27	 0	29	34	
27	 0	 0	 0	
27	 0	 1	 1	

21	 0	26	26	
21	 0	 0	 0	
21	 0	22	22	
21	 0	24	23	
21	 0	25	21	
21	 0	27	24	
21	 0	20	25	
21	 0	28	27	

31	 0	26	26	
31	 0	34	31	
31	 0	32	32	
31	 0	33	33	
31	 0	30	34	
31	 0	29	29	
31	 0	24	30	
31	 0	27	24	
31	 0	20	20	

15	 0	 1	 1	
15	 0	 4	 4	
15	 0	 0	15	
15	 0	 5	 0	
15	 0	10	 5	
15	 0	 3	10	
15	 0	 2	 3	
15	 0	14	 2	
15	 0	31	31	

17	 0	 0	17	
17	 0	 1	 0	
17	 0	26	 1	
17	 0	18	26	
17	 0	34	18	
17	 0	32	19	
17	 0	20	34	
17	 0	33	32	

 7	 0	 0	 0	
 7	 0	10	 7	
 7	 0	 8	10	
 7	 0	 6	 8	
 7	 0	34	 6	
 7	 0	 9	34	
 7	 0	 4	 9	
 7	 0	11	 5	

 5	 0	30	 5	
 5	 0	29	30	
 5	 0	31	29	
 5	 0	 0	 0	
 5	 0	 1	 1	

11	 0	 0	 0	
11	 0	 9	 9	
11	 0	 8	 8	
11	 0	10	10	
11	 0	12	11	
11	 0	 7	12	
11	 0	 1	 7	
11	 0	16	13	
11	 0	20	20	

13	 0	 0	 0	
13	 0	31	31	
13	 0	10	 7	
13	 0	12	 9	
13	 0	16	10	
13	 0	 9	11	
13	 0	11	12	
13	 0	 1	13	

16	 0	 1	 1	
16	 0	26	26	
16	 0	30	16	
16	 0	34	25	
16	 0	28	27	
16	 0	32	28	
16	 0	25	29	
16	 0	27	30	
16	 0	 0	 0	

19	 0	17	17	
19	 0	16	16	
19	 0	 0	 0	
19	 0	18	19	
19	 0	15	18	
19	 0	 1	15	
19	 0	22	 1	
19	 0	20	22	

11	 0	 1	 1	
11	 0	14	13	
11	 0	13	14	
11	 0	15	15	
11	 0	18	18	
11	 0	12	11	
11	 0	17	12	
11	 0	16	17	
11	 0	21	21	

 9	 0	 1	 1	
 9	 0	26	26	
 9	 0	 8	 9	
 9	 0	 0	 8	
 9	 0	10	 0	
 9	 0	28	11	
 9	 0	27	 7	
 9	 0	 6	10	

23	 0	16	16	
23	 0	15	15	
23	 0	17	23	
23	 0	 0	17	
23	 0	18	 0	
23	 0	22	18	
23	 0	24	22	
23	 0	28	24	

16	 0	 1	16	
16	 0	26	17	
16	 0	30	 1	
16	 0	34	26	
16	 0	24	24	
16	 0	28	25	
16	 0	32	27	
16	 0	25	28	
16	 0	 0	 0	

17	 0	 0	 0	
17	 0	26	26	
17	 0	 1	 1	
17	 0	30	23	
17	 0	28	29	
17	 0	34	17	
17	 0	25	30	
17	 0	27	15	
17	 0	16	16	

23	 0	16	16	
23	 0	17	23	
23	 0	 0	17	
23	 0	22	 0	
23	 0	24	22	
23	 0	25	24	
23	 0	27	25	
23	 0	 1	27	

16	 0	 1	16	
16	 0	 8	15	
16	 0	 0	 1	
16	 0	23	23	

 3	 0	 7	 7	
 3	 0	 8	 8	
 3	 0	 6	 6	
 3	 0	 5	 5	
 3	 0	 0	 0	
 3	 0	 4	 4	
 3	 0	 9	 3	
 3	 0	 2	 9	
 3	 0	17	17	
 3	 0	16	16	

13	 0	21	13	
13	 0	22	15	
13	 0	 1	17	
13	 0	14	21	
13	 0	16	22	
13	 0	20	 1	
13	 0	18	14	
13	 0	12	16	
13	 0	33	33	
13	 0	15	15	

11	 0	 8	11	
11	 0	 9	 8	
11	 0	 1	 9	
11	 0	 7	12	
11	 0	 0	 1	
11	 0	 6	 7	
11	 0	34	 0	
11	 0	32	 6	

23	 0	 1	 1	
23	 0	21	21	
23	 0	20	23	
23	 0	19	19	
23	 0	18	20	
23	 0	22	18	
23	 0	30	22	
23	 0	34	24	
23	 0	14	14	
23	 0	17	17	

15	 0	13	13	
15	 0	12	12	
15	 0	 1	 1	
15	 0	14	14	
15	 0	11	11	
15	 0	34	15	
15	 0	16	34	
15	 0	10	16	
15	 0	 6	 6	

23	 0	30	23	
23	 0	34	24	
23	 0	24	25	
23	 0	28	27	
23	 0	32	28	
23	 0	29	29	
23	 0	31	30	
23	 0	33	31	
23	 0	16	16	
23	 0	11	11	

 7	 0	16	16	
 7	 0	15	 5	
 7	 0	18	15	
 7	 0	 6	18	
 7	 0	 8	 7	
 7	 0	17	 6	
 7	 0	 1	 8	
 7	 0	14	17	
 7	 0	11	11	

19	 0	16	16	
19	 0	17	17	
19	 0	 0	 0	
19	 0	 1	 1	
19	 0	34	19	
19	 0	15	34	
19	 0	26	15	
19	 0	14	33	

17	 0	 7	 7	
17	 0	 6	 6	
17	 0	 8	 8	
17	 0	16	16	
17	 0	 9	 9	
17	 0	12	17	
17	 0	 5	12	
17	 0	 1	11	

11	 0	 1	 1	
11	 0	 2	 2	
11	 0	 6	 6	
11	 0	10	 9	
11	 0	16	10	
11	 0	14	15	
11	 0	 3	 7	
11	 0	 8	11	
11	 0	17	17	

17	 0	 0	 0	
17	 0	 1	 1	
17	 0	14	17	
17	 0	16	14	
17	 0	20	16	
17	 0	18	15	
17	 0	12	20	
17	 0	10	21	
17	 0	 6	 6	

29	 0	 1	 1	
29	 0	27	27	
29	 0	26	26	
29	 0	28	28	
29	 0	 2	 2	
29	 0	 0	 0	
29	 0	25	29	
29	 0	24	25	
29	 0	30	30	
29	 0	17	17	

 3	 0	 6	 6	
 3	 0	 5	 5	
 3	 0	 1	 1	
 3	 0	 2	 2	
 3	 0	17	17	
 3	 0	16	16	
 3	 0	 4	 3	
 3	 0	 7	 4	
 3	 0	 0	 0	

21	 0	 0	 0	
21	 0	 1	21	
21	 0	22	 1	
21	 0	 2	22	
21	 0	24	23	
21	 0	28	 2	
21	 0	 4	24	
21	 0	 6	28	

11	 0	15	15	
11	 0	16	16	
11	 0	14	14	
11	 0	13	13	
11	 0	12	12	
11	 0	17	11	
11	 0	 8	17	
11	 0	 6	 8	
11	 0	21	21	
11	 0	 0	 0	

21	 0	 0	 0	
21	 0	 1	 1	
21	 0	22	21	
21	 0	20	17	
21	 0	18	19	
21	 0	16	22	
21	 0	24	20	
21	 0	10	18	
21	 0	26	26	

23	 0	28	25	
23	 0	 0	28	
23	 0	27	 0	
23	 0	24	27	
23	 0	26	23	
23	 0	30	24	
23	 0	29	26	
23	 0	22	30	

 9	 0	 0	 0	
 9	 0	22	22	
 9	 0	24	24	
 9	 0	23	23	
 9	 0	 1	25	
 9	 0	 6	 1	
 9	 0	10	 6	
 9	 0	30	 9	
 9	 0	18	18	
 9	 0	21	21	

 0	 0	-858993460	-858993460	

 0	 0	-858993460	-858993460	

31	 0	21	21	
31	 0	 0	 0	
31	 0	20	20	
31	 0	22	22	
31	 0	30	30	
31	 0	 1	29	
31	 0	28	31	
31	 0	32	 1	
31	 0	23	23	

 5	 0	 1	 1	
 5	 0	 8	 8	
 5	 0	 7	 7	
 5	 0	 6	 5	
 5	 0	12	 6	
 5	 0	 4	11	
 5	 0	 9	12	
 5	 0	10	 4	
 5	 0	30	30	

 0	 0	-858993460	-858993460	

19	 0	21	21	
19	 0	23	19	
19	 0	17	23	
19	 0	24	17	
19	 0	25	24	
19	 0	16	25	
19	 0	28	27	
19	 0	22	16	
19	 0	 0	 0	

 0	 0	-858993460	-858993460	

31	 0	29	29	
31	 0	28	28	
31	 0	26	26	
31	 0	27	27	
31	 0	30	30	
31	 0	25	25	
31	 0	20	31	
31	 0	24	20	
31	 0	14	14	

15	 0	19	19	
15	 0	18	18	
15	 0	17	17	
15	 0	20	20	
15	 0	16	16	
15	 0	 1	15	
15	 0	14	 1	
15	 0	21	14	
15	 0	13	13	

 0	 0	-858993460	-858993460	

19	 0	21	21	
19	 0	23	15	
19	 0	22	23	
19	 0	 1	17	
19	 0	14	22	
19	 0	16	19	
19	 0	20	 1	
19	 0	24	14	
19	 0	 0	 0	

 0	 0	-858993460	-858993460	

 0	 0	-858993460	-858993460	

21	 0	 1	21	
21	 0	 0	 1	
21	 0	22	 0	
21	 0	10	22	
21	 0	 2	10	
21	 0	 4	 2	
21	 0	 8	 4	
21	 0	 6	23	

 7	 0	 3	 3	
 7	 0	 4	 4	
 7	 0	 2	 2	
 7	 0	 5	 5	
 7	 0	 6	 6	
 7	 0	18	 7	
 7	 0	 8	 9	
 7	 0	12	18	
 7	 0	22	22	

28	 0	12	28	
28	 0	13	27	
28	 0	14	24	
28	 0	11	12	
28	 0	 1	13	
28	 0	20	14	
28	 0	10	11	
28	 0	18	 1	
28	 0	32	32	

 0	 0	-858993460	-858993460	

21	 0	 0	21	
21	 0	 2	 0	
21	 0	24	25	
21	 0	22	 2	
21	 0	 3	23	
21	 0	31	24	
21	 0	10	 3	
21	 0	 1	22	
21	 0	18	18	
21	 0	 8	 8	

16	 0	 1	16	
16	 0	 0	17	
16	 0	30	15	
16	 0	 2	 1	
16	 0	32	29	
16	 0	34	 0	
16	 0	28	30	
16	 0	 4	 2	
16	 0	25	25	
16	 0	18	18	

33	 0	 3	 3	
33	 0	 2	 2	
33	 0	 0	 0	
33	 0	 1	 1	
33	 0	32	33	
33	 0	 4	32	
33	 0	34	 4	
33	 0	19	34	
33	 0	16	16	
33	 0	21	21	

 0	 0	-858993460	-858993460	

13	 0	 1	 1	
13	 0	 0	 0	
13	 0	10	10	
13	 0	 8	13	
13	 0	14	 8	
13	 0	26	14	
13	 0	 6	 9	
13	 0	34	 7	
13	 0	19	19	

 7	 0	 0	 0	
 7	 0	 1	 1	
 7	 0	10	10	
 7	 0	 8	 8	
 7	 0	 2	 9	
 7	 0	34	 2	
 7	 0	30	 7	
 7	 0	28	34	
 7	 0	11	11	

15	 0	 0	 0	
15	 0	18	18	
15	 0	 1	 1	
15	 0	17	17	
15	 0	19	19	
15	 0	20	20	
15	 0	16	16	
15	 0	14	15	
15	 0	11	11	
15	 0	 8	 8	

 0	 0	-858993460	-858993460	

 3	 0	 1	 1	
 3	 0	 0	 0	
 3	 0	 2	 2	
 3	 0	 4	 3	
 3	 0	16	 4	
 3	 0	 6	17	
 3	 0	18	31	
 3	 0	30	 5	

17	 0	 0	 0	
17	 0	 1	 1	
17	 0	16	16	
17	 0	14	23	
17	 0	 2	15	
17	 0	24	17	
17	 0	10	14	
17	 0	22	 2	

19	 0	10	10	
19	 0	 1	 1	
19	 0	 8	19	
19	 0	 9	 7	
19	 0	 4	 8	
19	 0	 6	 9	
19	 0	20	 4	
19	 0	16	 3	
19	 0	26	26	
19	 0	30	30	

 0	 0	-858993460	-858993460	

 0	 0	-858993460	-858993460	

